,기준_분기_코드,상권_코드_명,총_생활인구_수,월_평균_소득_금액,cluster
385,2,홍대입구역 3번,0.08348804315401043,0.08292710533560521,2
386,3,홍대입구역 3번,0.08119116233190382,0.08292710533560521,2
387,4,홍대입구역 3번,0.09389831127589904,0.08292710533560521,2
388,1,홍대입구역(홍대),0.4582438024882303,0.17545188429582903,0
389,2,홍대입구역(홍대),0.5658562749538368,0.17545188429582903,0
390,3,홍대입구역(홍대),0.5616304450819293,0.17545188429582903,0
391,4,홍대입구역(홍대),0.5694861084291967,0.17545188429582903,0
392,1,화곡역,0.133173193774226,0.09346386578489652,2
393,2,화곡역,0.1435411583278945,0.09346386578489652,2
394,3,화곡역,0.14277875748956578,0.09346386578489652,2
395,4,화곡역,0.14987295660887104,0.09346386578489652,2
